name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
camel,1,org.apache.camel.component.cxf.CxfEndpoint,1,1,0,1,1,1,1,1,1,0.785714286,1,1.0,1,0.5,0.183333333,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.processor.loadbalancer.StickyLoadBalancer,1,1,0,1,1,1,0,1,1,0.5,1,1.0,1,0.5,0.267857143,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.builder.IdempotentConsumerBuilder,1,1,0,1,1,0,1,1,1,0.5,1,1.0,1,0.95890411,0.45,1,1,1.0,1,0.75,0
camel,1,org.apache.camel.component.quartz.QuartzComponent,1,1,0,1,1,1,1,1,1,0.821428571,1,1.0,0,0.571428571,0.261904762,1,1,1.0,1,0.8667,0
camel,1,org.apache.camel.impl.converter.PropertyEditorTypeConverter,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.666666667,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spi.Marshaller,1,1,0,1,1,0,1,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.component.jms.JmsComponent,1,1,1,1,1,1,1,1,1,0.715277778,1,0.333333333,1,0.258064516,0.121088435,1,1,1.0,1,0.9592,0
camel,1,org.apache.camel.spring.remoting.CamelServiceExporter,1,1,0,1,1,1,0,1,1,0.666666667,1,0.0,1,0.578947368,0.333333333,0,0,1.0,1,0.8889,0
camel,1,org.apache.camel.impl.DefaultConsumer,1,1,1,1,1,1,1,1,1,0.708333333,1,1.0,1,0.466666667,0.288888889,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.file.FileProducer,1,1,0,1,1,1,1,1,1,0.5,1,1.0,1,0.8,0.4,0,0,1.0,1,1.0,1
camel,1,org.apache.camel.FailedToCreateProducerException,1,1,0,1,1,0,1,1,1,0.0,1,1.0,1,0.944444444,0.666666667,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.processor.idempotent.NoMessageIdException,1,1,0,1,1,0,1,1,1,0.5,1,1.0,1,0.894736842,0.555555556,0,0,1.0,1,0.6667,0
camel,1,org.apache.camel.impl.converter.ArrayTypeConverter,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.666666667,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.direct.DirectEndpoint,1,1,0,1,1,1,1,1,1,0.814814815,1,0.666666667,0,0.636363636,0.222222222,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.processor.FilterProcessor,1,1,0,1,1,0,1,1,1,0.333333333,1,1.0,1,0.538461538,0.357142857,1,1,1.0,1,0.8571,0
camel,1,org.apache.camel.bam.processor.JpaBamProcessorSupport,1,1,1,1,1,1,1,1,1,0.75,1,1.0,1,0.333333333,0.2375,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.cxf.transport.CamelTransportFactory,1,0,0,1,1,1,0,1,1,0.666666667,1,1.0,1,0.0,0.333333333,0,0,1.0,1,0.8,0
camel,1,org.apache.camel.spring.SpringCamelContext,1,1,0,1,1,1,1,1,1,0.333333333,1,1.0,0,0.826086957,0.4,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.processor.loadbalancer.LoadBalancer,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.impl.PredicateSupport,1,1,1,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.5625,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spring.spi.BeanInjector,1,1,0,1,1,1,0,1,1,1.0,1,0.0,0,0.833333333,0.666666667,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.component.file.FileMessage,1,1,0,1,1,1,1,1,1,0.222222222,1,1.0,0,0.724137931,0.6,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.component.mail.MessageHeaderNamesAccessException,1,1,0,1,1,0,1,1,1,1.0,1,1.0,0,1.0,1.0,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.component.jbi.CamelJbiComponent,1,0,0,1,1,1,1,1,1,0.861111111,1,1.0,1,0.0,0.21978022,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spring.EndpointFactoryBean,1,1,0,1,1,1,0,1,1,0.795454545,1,1.0,1,0.0,0.266666667,0,0,1.0,1,0.9167,0
camel,1,org.apache.camel.builder.Builder,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.194444444,0,0,1.0,1,0.8889,0
camel,1,org.apache.camel.processor.loadbalancer.LoadBalancerSupport,1,1,1,1,1,0,1,1,1,0.0,1,1.0,0,0.0,0.75,0,0,1.0,1,0.75,0
camel,1,org.apache.camel.CamelContext,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.222222222,0,0,0.0,1,1.0,1
camel,1,org.apache.camel.component.cxf.transport.CamelConstants,1,1,0,0,1,0,0,0,1,1.0,1,0.0,0,0.0,1.0,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.component.file.FileExchange,1,1,0,1,1,0,1,1,1,0.0,1,1.0,0,0.928571429,0.666666667,0,0,1.0,1,0.6667,0
camel,1,org.apache.camel.spring.util.BeanInfo,1,1,0,1,1,1,1,1,1,0.72,1,1.0,1,0.0,0.3,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.http.CamelServlet,1,0,0,1,1,0,1,1,1,0.0,1,1.0,0,0.0,0.5,0,0,1.0,1,0.8,0
camel,1,org.apache.camel.builder.xml.MessageVariableResolver,1,1,0,1,1,1,1,1,1,1.0,1,0.375,1,0.0,0.36,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spring.RouteBuilderFinder,1,1,0,1,1,1,1,1,1,0.633333333,1,1.0,1,0.0,0.303030303,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.util.Time,1,1,0,1,1,1,1,0,1,0.285714286,1,1.0,0,0.0,0.377777778,0,0,1.0,1,0.9333,0
camel,1,org.apache.camel.bam.model.EntitySupport,1,1,1,1,1,0,1,0,1,0.333333333,1,1.0,0,0.0,0.625,0,0,1.0,1,0.75,0
camel,1,org.apache.camel.ResolveEndpointFailedException,1,1,0,1,1,0,1,1,1,0.0,1,1.0,0,0.944444444,0.666666667,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.component.jms.JmsConfiguration,1,1,1,1,1,1,1,1,1,0.954938272,1,1.0,1,0.0,0.114446529,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.file.FileEndpoint,1,1,0,1,1,1,1,1,1,0.555555556,1,1.0,0,0.666666667,0.266666667,1,1,1.0,1,1.0,1
camel,1,org.apache.camel.spring.xml.CamelNamespaceHandler,1,1,0,1,1,1,1,1,1,0.625,1,1.0,1,0.692307692,0.533333333,0,0,1.0,1,0.8,0
camel,1,org.apache.camel.builder.LoggingErrorHandlerBuilder,1,1,0,1,1,0,1,1,1,0.25,1,1.0,1,0.0,0.416666667,0,0,1.0,1,0.6667,0
camel,1,org.apache.camel.builder.ProcessorBuilder,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.5,0,0,1.0,1,0.8333,0
camel,1,org.apache.camel.builder.Fluent,1,1,0,1,1,1,1,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.spring.SpringRouteBuilder,1,1,0,1,1,1,0,1,1,0.25,1,1.0,0,0.902439024,0.45,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.impl.MessageSupport,1,1,1,1,1,1,1,1,1,0.770833333,1,1.0,1,0.0,0.3,0,0,1.0,1,1.0,1
camel,1,org.apache.camel.component.mina.MinaProducer,1,1,0,1,1,0,1,1,1,0.583333333,1,1.0,1,0.8,0.5,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.converter.jaxp.StringSource,1,1,0,1,1,0,1,0,1,0.25,1,1.0,0,0.692307692,0.714285714,0,0,1.0,1,0.5714,0
camel,1,org.apache.camel.component.mock.MockEndpoint,1,1,0,1,1,1,1,1,1,0.848484848,1,1.0,0,0.304347826,0.123376623,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.spring.xml.BuilderAction,1,1,0,1,1,0,1,1,1,0.5,1,1.0,1,0.0,0.44,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.impl.converter.DefaultTypeConverter,1,1,0,1,1,1,1,1,1,0.75,1,1.0,1,0.0,0.42,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.processor.idempotent.MessageIdRepository,1,1,0,1,1,0,1,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.spring.spi.SpringComponentResolver,1,1,0,1,1,0,1,1,1,0.0,1,1.0,1,0.0,0.6,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.component.cxf.CxfConsumer,1,1,0,1,1,0,1,1,1,0.555555556,1,1.0,1,0.833333333,0.4,1,1,1.0,1,0.75,0
camel,1,org.apache.camel.component.processor.ProcessorEndpoint,1,1,0,1,1,1,1,1,1,0.714285714,1,1.0,1,0.666666667,0.291666667,1,1,1.0,1,0.875,0
camel,1,org.apache.camel.builder.xml.NamespaceBuilder,1,1,0,1,1,1,0,1,1,0.0,1,1.0,0,0.0,0.6,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.builder.PolicyBuilder,1,1,0,1,1,0,1,1,1,0.555555556,1,1.0,1,0.0,0.5,0,0,1.0,1,0.75,0
camel,1,org.apache.camel.bam.processor.ProcessContext,1,1,0,1,1,1,1,1,1,0.830769231,1,1.0,1,0.0,0.297619048,0,0,1.0,1,0.9286,0
camel,1,org.apache.camel.impl.DefaultExchange,1,1,1,1,1,1,1,1,1,0.888888889,1,1.0,1,0.0,0.155555556,0,0,1.0,1,1.0,1
camel,1,org.apache.camel.util.ExpressionListComparator,1,1,0,1,1,1,1,1,1,0.0,1,1.0,0,0.0,0.5,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.RuntimeCamelException,1,1,1,1,1,1,1,0,1,1.0,1,1.0,0,1.0,0.666666667,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.impl.ScheduledPollConsumer,1,1,1,1,1,1,1,1,1,0.816326531,1,1.0,0,0.555555556,0.205357143,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.processor.CompositeProcessor,1,1,0,1,1,0,1,1,1,0.0,1,1.0,0,0.583333333,0.444444444,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.jms.RuntimeJmsException,1,1,1,1,1,0,1,0,1,1.0,1,1.0,0,1.0,1.0,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.impl.converter.TypeConverterLoader,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.component.jmx.JMXExchange,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,1.0,1.0,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.component.jms.JmsExchange,1,1,0,1,1,1,1,1,1,0.833333333,1,1.0,1,0.604651163,0.273684211,1,1,1.0,1,0.8947,0
camel,1,org.apache.camel.TypeConverter,1,1,0,1,1,0,1,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.builder.xml.XsltBuilder,1,1,0,1,1,1,0,1,1,0.65,1,1.0,1,0.0,0.13,0,0,1.0,1,1.0,1
camel,1,org.apache.camel.impl.PollingConsumerRoute,1,1,0,1,1,0,0,1,1,0.0,1,1.0,1,0.636363636,0.45,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.util.CollectionHelper,1,1,0,1,1,1,1,0,1,1.0,1,0.0,0,0.0,0.5,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spi.Provider,1,1,0,0,1,0,0,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.component.queue.QueueEndpointConsumer,1,1,0,1,1,0,1,1,1,0.583333333,1,1.0,1,0.636363636,0.466666667,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.builder.ProcessorFactory,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.impl.DefaultComponentResolver,1,1,0,1,1,1,1,1,1,0.5,1,1.0,1,0.0,0.666666667,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.cxf.transport.CamelTransportBase,1,1,0,1,1,1,1,1,1,0.966666667,1,0.4,1,0.0,0.3,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.util.FactoryFinder,1,1,0,1,1,1,1,1,1,0.555555556,1,1.0,0,0.0,0.55,0,0,1.0,1,0.8,0
camel,1,org.apache.camel.Processor,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
camel,1,org.apache.camel.spring.Main,1,1,0,1,1,1,1,1,1,0.739583333,1,1.0,0,0.318181818,0.25,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.jbi.JbiExchange,1,1,0,1,1,1,1,1,1,0.916666667,1,1.0,1,0.604651163,0.273684211,1,1,1.0,1,0.8947,0
camel,1,org.apache.camel.impl.converter.InstanceMethodTypeConverter,1,1,0,1,1,0,1,1,1,0.25,1,1.0,1,0.0,0.466666667,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.spi.XmlUnmarshaller,1,1,0,1,1,1,0,1,1,1.0,1,0.0,0,0.0,0.555555556,0,0,1.0,1,0.6667,0
camel,1,org.apache.camel.builder.script.ScriptEvaluationException,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,1.0,0.777777778,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.spi.ComponentResolver,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.component.http.HttpComponent,1,1,1,1,1,1,1,1,1,0.4,1,1.0,1,0.761904762,0.366666667,1,1,1.0,1,0.8333,0
camel,1,org.apache.camel.component.mail.JavaMailConnection,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.964285714,0.75,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.builder.PipelineBuilder,1,1,0,1,1,0,1,1,1,0.0,1,1.0,0,0.985915493,0.666666667,1,1,1.0,1,0.5,0
camel,1,org.apache.camel.impl.DefaultComponent,1,1,1,1,1,1,1,1,1,0.733333333,1,1.0,1,0.4375,0.309090909,1,1,1.0,1,0.9091,0
camel,1,org.apache.camel.bam.TimeExpression,1,1,1,1,1,1,1,1,1,0.666666667,1,1.0,1,0.0,0.285714286,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.builder.MulticastBuilder,1,1,0,1,1,0,1,1,1,0.0,1,1.0,0,0.985915493,0.666666667,1,1,1.0,1,0.5,0
camel,1,org.apache.camel.component.mail.MailConsumer,1,1,0,1,1,1,1,1,1,0.666666667,1,1.0,1,0.771428571,0.296296296,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.view.RouteDotGenerator,1,1,0,1,1,1,0,1,1,0.75,1,1.0,0,0.0,0.4,0,0,1.0,1,0.8571,0
camel,1,org.apache.camel.spring.util.MethodInvocationStrategy,1,1,0,1,1,0,1,1,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.component.cxf.CxfInvokeComponent,1,1,0,1,1,1,1,1,1,0.6,1,1.0,0,0.8,0.366666667,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.rmi.RmiComponent,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.941176471,0.5,1,1,1.0,1,0.3333,0
camel,1,org.apache.camel.util.URISupport,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.28,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.builder.FilterBuilder,1,1,1,1,1,0,1,1,1,0.0,1,1.0,1,0.933333333,0.555555556,1,1,1.0,1,0.8333,0
camel,1,org.apache.camel.component.jbi.JbiBinding,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.444444444,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.processor.Splitter,1,1,0,1,1,0,1,1,1,0.25,1,1.0,1,0.636363636,0.4,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.RuntimeTransformException,1,1,0,1,1,1,1,1,1,1.0,1,1.0,0,1.0,0.777777778,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.spring.util.MethodInfo,1,1,0,1,1,1,1,1,1,0.722222222,1,1.0,1,0.0,0.285714286,0,0,1.0,1,0.8571,0
camel,1,org.apache.camel.converter.CollectionConverter,1,1,0,0,1,1,0,0,1,1.0,1,0.0,0,0.0,0.25,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.mail.RuntimeMailException,1,1,1,1,1,0,1,0,1,1.0,1,1.0,0,1.0,1.0,0,0,1.0,0,0.0,0
camel,1,org.apache.camel.ExpectedBodyTypeException,1,1,0,1,1,0,1,1,1,0.5,1,1.0,1,0.894736842,0.555555556,0,0,1.0,1,0.6667,0
camel,1,org.apache.camel.component.mock.AssertionClause,1,1,1,1,1,1,1,1,1,0.625,1,1.0,0,0.0,0.26984127,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.mail.MailProducer,1,1,0,1,1,1,1,1,1,0.777777778,1,1.0,1,0.857142857,0.4,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.component.jbi.JbiMessage,1,1,0,1,1,1,1,1,1,0.5,1,1.0,0,0.65625,0.326923077,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.component.activemq.ActiveMQConfiguration,1,1,0,1,1,1,1,1,1,0.571428571,1,1.0,0,0.91954023,0.416666667,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.builder.xml.ResultHandler,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.builder.xml.XPathBuilder,1,1,0,1,1,1,1,1,1,0.82078853,1,1.0,1,0.0,0.165625,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.mail.MailBinding,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.3,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.converter.jaxp.XmlConverter,1,1,0,1,1,1,1,1,1,0.9,1,0.6,0,0.0,0.121052632,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.NoSuchEndpointException,1,1,0,1,1,0,1,1,1,1.0,1,1.0,0,0.944444444,0.75,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.impl.NoRouteBuilder,1,1,0,1,1,1,0,1,1,0.666666667,1,1.0,1,0.948717949,0.666666667,1,1,1.0,1,0.5,0
camel,1,org.apache.camel.component.xmpp.XmppBinding,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.458333333,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.component.jbi.CamelJbiEndpoint,1,0,0,1,1,0,1,1,1,0.55,1,1.0,1,0.0,0.5,0,0,1.0,1,0.4,0
camel,1,org.apache.camel.Body,0,1,0,1,0,0,1,0,0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
camel,1,org.apache.camel.impl.DefaultExchangeConverter,1,1,0,1,1,1,1,1,1,1.0,1,0.0,0,0.0,0.666666667,0,0,1.0,1,0.5,0
camel,1,org.apache.camel.spring.converter.ResourceConverter,1,1,0,1,1,1,0,1,1,1.0,1,0.0,0,0.0,0.166666667,0,0,1.0,1,0.875,0
camel,1,org.apache.camel.builder.ChoiceBuilder,1,1,0,1,1,0,1,1,1,0.6,1,1.0,1,0.933333333,0.444444444,1,1,1.0,1,0.8333,0
camel,1,org.apache.camel.converter.NIOConverter,1,1,0,1,1,1,1,0,1,1.0,1,0.0,0,0.0,0.111111111,0,0,1.0,1,0.8889,1
camel,1,org.apache.camel.spring.CamelBeanPostProcessor,1,1,0,1,1,1,1,1,1,0.763888889,1,1.0,1,0.0,0.191919192,0,0,1.0,1,1.0,0
camel,1,org.apache.camel.Service,1,1,0,1,1,1,1,0,1,1.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1,org.apache.camel.impl.EventDrivenConsumerRoute,1,1,0,1,1,0,1,1,1,0.0,1,1.0,1,0.636363636,0.45,1,1,1.0,1,0.8,0
camel,1,org.apache.camel.component.mail.MailEndpoint,1,1,0,1,1,1,1,1,1,0.681818182,1,1.0,1,0.620689655,0.194444444,1,1,1.0,1,1.0,0
camel,1,org.apache.camel.processor.LoggingErrorHandler,1,1,0,1,1,1,1,1,1,0.555555556,1,1.0,1,0.388888889,0.307692308,1,1,1.0,1,1.0,0
